vehiculo_specs_key,ejes,llantas,largo_m,ancho_m,alto_m
2290,3,10,7.5,2.0,2.5
2291,3,10,6.5,1.8,2.5
2292,2,6,9.34,2.6,4.0
2293,2,6,7.0,2.0,0.0
2294,2,,5.34,1.85,2.01
2295,2,,6.84,2.2,2.4
2296,2,6,6.72,2.5,2.35
2297,2,6,6.75,2.3,2.36
2298,2,6,8.0,2.27,2.32
2299,2,6,4.8,2.12,2.3
2300,2,6,6.9,2.27,3.3
2301,2,6,8.13,2.21,3.46
2302,2,6,7.17,2.05,2.8
2303,2,6,7.16,2.1,2.8
2304,2,6,7.02,2.3,3.26
2305,2,6,7.45,2.3,3.28
2306,2,6,6.9,2.14,2.5
2307,2,6,7.15,2.26,2.9
2308,3,10,10.3,2.5,3.9
2309,3,10,10.81,2.5,3.85
2310,3,10,11.5,2.5,3.96
2311,3,10,10.3,2.5,3.8
2312,3,10,8.03,2.48,3.8
2313,4,12,8.545,2.6,3.655
2314,2,6,5.5,2.0,2.27
2315,3,10,10.9,2.6,3.75
2316,2,6,6.008,2.5,3.902
2317,2,6,9.5,2.55,3.7
2318,2,6,8.792,2.486,3.2
2319,2,6,9.354,2.6,3.766
2320,2,6,9.3,2.52,3.5
2321,2,6,9.25,2.6,3.25
2322,3,10,12.0,2.5,4.0
2323,3,10,11.46,2.5,3.97
2324,2,,9.83,2.6,3.4
2325,3,10,10.8,2.6,4.05
2326,3,10,10.85,2.6,3.8
2327,2,6,5.85,2.4,2.5
2328,3,6,10.822,2.5,3.587
2329,3,6,10.85,2.6,3.8
2330,3,10,10.829,2.5,3.587
2331,4,12,8.96,3.6,2.6
2332,2,,7.34,1.99,2.79
2333,3,10,11.8,2.6,4.052
2334,3,10,6.75,2.5,3.657
2335,3,10,6.75,2.5,3.964
2336,3,10,7.225,2.5,3.564
2337,3,10,10.79,2.6,4.08
2338,2,6,7.34,1.993,2.795
2339,3,6,6.75,2.5,3.964
2340,4,12,8.595,2.5,3.0
2341,4,12,11.5,2.6,3.344
2342,3,10,10.9,2.55,3.9
2343,3,10,10.6,2.5,3.8
2344,3,10,11.32,2.55,3.95
2345,3,10,11.22,2.5,4.0
2346,3,10,11.34,2.55,3.95
2347,4,12,12.3,2.6,4.62
2348,2,4,4.7,1.821,1.694
2349,3,10,7.0,2.55,3.4
2350,3,10,10.22,2.57,3.765
2351,3,10,10.17,2.57,3.765
2352,3,,7.73,2.5,3.34
2353,3,10,8.35,2.6,3.4
2354,3,10,7.8,2.5,3.51
2355,2,6,5.69,2.108,1.956
2356,3,10,7.3,2.47,3.5
2357,3,10,7.61,2.48,3.42
2358,3,10,7.8,2.6,3.7
2359,2,6,5.69,1.956,2.108
2360,3,,7.8,2.6,3.7
2361,3,10,7.69,2.5,3.65
2362,4,12,11.72,2.6,3.92
2363,3,10,11.1,2.6,3.7
2364,3,10,9.4,2.5,3.2
2365,4,12,8.5,2.6,3.64
2366,3,10,9.7,2.5,3.2
2367,3,10,10.54,2.6,3.65
2368,4,12,11.05,2.6,4.04
2369,3,10,11.4,2.6,3.85
2370,4,12,10.641,2.6,3.7
2371,3,10,11.33,2.6,3.17
2372,3,10,10.64,2.6,3.81
2373,3,10,11.2,2.6,3.5
2374,3,10,12.7,2.6,4.1
2375,4,12,11.07,2.6,3.55
2376,3,10,7.68,2.5,3.31
2377,3,10,6.82,2.49,3.48
2378,4,12,8.0,2.607,3.45
2379,4,12,11.5,2.6,3.96
2380,3,10,7.8,2.5,3.25
2381,3,,7.68,2.5,3.31
2382,3,10,9.8,2.6,4.0
2383,2,6,5.731,2.12,2.395
2384,3,10,10.555,2.49,3.525
2385,2,6,9.1,2.6,3.65
2386,2,6,5.0,2.0,3.0
2387,2,6,7.7,2.6,3.15
2388,3,10,10.9,2.6,3.77
2389,3,10,7.225,2.5,3.979
2390,4,12,9.1,2.6,3.73
2391,2,,5.38,1.99,2.49
2392,2,4,6.198,2.47,2.496
2393,2,4,6.198,2.07,2.496
2394,3,10,10.66,2.6,3.4
2395,3,10,10.1,2.6,3.65
2396,3,10,9.19,2.57,3.85
2397,3,10,7.55,2.6,3.18
2398,2,,10.55,2.55,3.85
2399,2,6,6.6,2.6,3.6
2400,3,10,10.35,2.6,3.8
2401,2,6,6.0,2.2,2.38
2402,4,12,8.5,2.6,3.54
2403,2,6,9.26,2.53,2.69
2404,3,10,12.42,2.6,4.1
2405,3,10,10.26,2.6,3.85
2406,4,12,11.4,2.6,3.6
2407,4,12,10.86,2.6,4.05
2408,2,6,9.17,2.55,2.95
2409,2,6,8.8,2.6,3.35
2410,2,6,8.97,2.41,2.88
2411,3,10,11.29,2.6,3.7
2412,2,6,9.0,2.6,3.7
2413,2,6,9.3,2.55,4.1
2414,2,6,9.1,2.6,3.7
2415,2,6,12.5,2.6,4.3
2416,2,6,7.0,2.5,3.55
2417,2,6,9.55,2.6,3.3
2418,2,6,8.0,2.5,3.2
2419,2,6,8.8,2.41,3.2
2420,2,6,10.575,2.6,4.1
2421,3,10,10.49,2.6,3.7
2422,2,6,9.55,2.6,3.5
2423,2,6,10.2,2.6,3.55
2424,2,6,8.792,2.6,3.56
2425,2,6,5.7,2.4,2.4
2426,2,6,9.0,2.6,3.4
2427,2,6,8.3,2.406,3.0
2428,3,10,11.15,2.6,3.95
2429,2,6,7.8,2.5,3.0
2430,2,6,8.8,2.43,3.0
2431,2,6,9.4,2.6,3.6
2432,2,6,9.2,2.6,3.1
2433,4,12,8.4,2.6,3.5
2434,2,6,8.5,2.6,3.4
2435,3,10,7.8,2.6,3.33
2436,2,6,11.04,2.6,4.1
2437,3,10,6.81,2.49,3.48
2438,3,10,8.13,2.49,3.48
2439,2,6,9.25,2.6,3.7
2440,4,12,8.55,2.6,3.3
2441,3,10,7.74,2.5,3.45
2442,3,10,7.84,2.6,2.75
2443,2,6,7.991,2.6,3.583
2444,2,6,7.4,2.4,2.47
2445,3,10,9.69,2.5,3.64
2446,2,6,8.08,2.46,3.35
2447,2,6,6.67,2.42,3.563
2448,3,10,7.66,2.55,3.4
2449,3,10,7.73,2.5,3.34
2450,2,6,5.75,2.4,2.4
2451,2,,9.0,2.5,3.0
2452,2,6,8.1,2.5,2.9
2453,4,12,8.67,2.6,3.72
2454,3,10,9.19,2.6,3.83
2455,2,6,12.4,2.6,4.1
2456,2,6,7.9,2.5,2.9
2457,2,6,5.73,2.2,2.5
2458,2,6,5.75,2.2,2.56
2459,2,6,6.9,2.43,3.57
2460,2,6,9.6,2.4,3.15
2461,2,6,6.72,2.2,2.98
2462,2,6,5.9,2.17,2.39
2463,2,6,9.65,2.6,3.35
2464,2,6,9.27,2.6,3.74
2465,2,6,9.95,2.6,3.1
2466,2,6,9.8,2.6,4.0
2467,2,6,9.4,2.6,3.65
2468,3,10,7.6,2.5,3.8
2469,4,12,9.1,2.6,3.5
2470,2,6,9.5,2.6,3.6
2471,2,6,8.8,2.6,3.1
2472,4,12,9.84,2.6,4.1
2473,2,6,8.99,2.55,2.7
2474,2,6,9.19,2.57,3.44
2475,2,6,9.7,2.6,3.2
2476,3,10,9.37,2.5,3.13
2477,2,,9.19,2.57,3.44
2478,2,6,9.15,2.6,4.1
2479,2,,8.8,2.5,2.9
2480,2,,9.13,2.6,3.9
2481,2,6,8.7,2.6,3.6
2482,3,10,8.2,2.5,3.25
2483,4,12,8.52,2.53,3.46
2484,2,6,8.78,2.6,3.1
2485,2,6,9.4,2.59,3.64
2486,3,10,9.2,2.5,2.8
2487,2,6,8.85,2.6,3.8
2488,2,,8.76,2.49,2.71
2489,4,12,11.6,2.6,3.71
2490,2,6,9.1,2.6,3.6
2491,2,6,9.1,2.4,4.0
2492,2,6,9.2,2.6,3.75
2493,2,6,8.2,2.57,3.75
2494,2,6,8.74,2.59,3.34
2495,2,6,8.11,2.55,2.7
2496,2,6,7.8,2.45,3.18
2497,2,6,8.76,2.53,3.03
2498,2,,8.7,2.43,2.65
2499,3,10,8.41,2.6,2.747
2500,3,10,9.1,2.6,3.4
2501,3,10,10.1,2.6,4.01
2502,3,,9.1,2.6,3.4
2503,4,14,12.3,2.6,3.7
2504,3,10,11.85,2.6,4.0
2505,3,10,10.55,2.6,3.5
2506,2,6,5.1,2.15,2.3
2507,2,6,11.6,2.6,4.1
2508,2,6,7.3,2.4,2.45
2509,3,10,8.5,2.48,2.9
2510,2,6,8.5,2.48,2.9
2511,3,10,7.45,2.48,2.95
2512,3,10,10.7,2.5,3.9
2513,3,10,8.9,2.45,3.2
2514,2,,7.2,2.5,2.7
2515,2,6,5.33,2.4,2.87
2516,2,6,9.6,2.55,3.6
2517,2,6,5.86,2.5,2.77
2518,3,10,10.35,2.6,3.85
2519,3,10,12.4,2.6,3.9
2520,3,10,10.0,2.54,3.6
2521,3,10,10.41,2.6,3.2
2522,2,6,10.2,2.6,3.35
2523,3,10,10.94,2.6,3.65
2524,2,6,8.932,2.4,3.5
2525,3,10,10.41,2.6,3.68
2526,3,10,9.3,2.55,3.9
2527,3,10,10.46,2.6,3.9
2528,2,6,7.0,2.58,3.5
2529,3,10,9.44,2.54,3.35
2530,3,10,9.46,2.58,3.5
2531,3,10,10.5,2.6,3.47
2532,3,10,10.54,2.6,2.75
2533,3,10,11.3,2.56,2.61
2534,3,10,8.79,2.6,3.3
2535,3,,10.35,2.6,3.75
2536,3,10,9.55,2.6,3.42
2537,3,10,10.6,2.6,4.1
2538,3,10,9.15,2.5,3.45
2539,3,10,9.2,2.5,3.4
2540,3,10,6.63,2.35,2.75
2541,3,10,11.9,2.6,2.7
2542,3,10,12.8,2.6,4.1
2543,3,10,9.15,2.6,3.7
2544,3,10,9.15,2.47,3.45
2545,3,10,10.0,2.6,3.65
2546,3,10,11.06,2.6,4.08
2547,3,10,11.9,2.6,3.2
2548,3,10,10.48,2.6,3.1
2549,3,6,9.8,2.6,3.9
2550,3,10,12.24,2.5,3.85
2551,3,10,9.69,2.43,3.33
2552,3,10,10.0,2.6,3.3
2553,2,6,7.0,2.5,2.8
2554,2,6,8.67,2.45,2.82
2555,2,6,7.0,2.6,2.3
2556,3,10,8.22,2.6,3.44
2557,3,10,8.27,2.6,3.931
2558,2,6,6.72,2.55,4.0
2559,2,6,9.5,2.6,3.2
2560,2,6,8.76,2.4,3.2
2561,4,12,8.4,2.6,3.04
2562,2,,8.03,2.45,3.52
2563,2,6,9.4,2.5,3.5
2564,3,10,8.71,2.5,3.25
2565,2,,8.67,2.6,2.68
2566,2,6,8.67,2.6,2.68
2567,3,10,7.47,2.6,3.7
2568,2,6,8.91,2.59,3.62
2569,3,10,8.2,2.6,3.69
2570,3,10,9.5,2.5,3.415
2571,3,10,8.8,2.56,2.96
2572,3,10,8.61,2.47,3.18
2573,2,6,10.36,2.6,4.1
2574,3,10,10.88,2.6,4.05
2575,3,10,10.36,2.5,4.1
2576,3,10,11.4,2.6,3.6
2577,2,6,8.74,2.4,2.86
2578,3,10,8.219,2.6,3.919
2579,3,10,7.7,2.5,3.37
2580,3,10,8.21,2.6,3.7
2581,3,10,8.87,2.5,4.1
2582,2,6,9.145,2.54,3.54
2583,2,6,9.08,2.6,3.57
2584,2,6,11.5,2.6,4.1
2585,3,10,8.35,2.575,3.61
2586,3,10,9.4,2.24,2.92
2587,3,10,10.95,2.6,3.4
2588,3,10,9.2,2.6,4.0
2589,3,10,9.45,2.5,3.4
2590,3,10,8.5,2.5,3.6
2591,3,10,9.1,2.6,3.3
2592,3,10,10.4,2.6,3.65
2593,3,10,8.7,2.5,3.6
2594,3,10,9.37,2.494,3.54
2595,3,,9.31,2.6,4.0
2596,3,10,9.46,2.5,3.45
2597,3,10,11.4,2.6,4.08
2598,2,6,9.44,2.4,3.18
2599,4,12,9.36,2.5,3.95
2600,3,10,8.15,2.52,3.83
2601,3,10,9.45,2.6,3.32
2602,3,10,10.43,2.55,3.36
2603,3,10,10.5,2.54,3.38
2604,3,10,8.23,2.6,3.45
2605,2,6,8.3,2.6,3.53
2606,4,12,8.88,2.6,3.575
2607,3,10,8.295,2.6,3.935
2608,3,10,8.285,2.6,3.934
2609,2,6,9.02,2.6,3.8
2610,3,10,8.2,2.6,3.49
2611,4,12,11.425,2.5,4.1
2612,2,6,8.98,2.6,4.17
2613,2,6,6.2,2.5,2.9
2614,4,12,8.03,2.48,3.8
2615,4,12,8.03,2.48,3.0
2616,2,6,7.75,2.45,2.8
2617,4,12,8.7,2.6,3.54
2618,3,10,7.61,2.5,3.41
2619,2,6,9.6,2.6,3.9
2620,3,,7.74,2.5,3.45
2621,3,10,11.6,2.6,3.85
2622,3,10,8.242,2.6,3.934
2623,2,6,8.8,2.55,3.65
2624,3,10,9.2,2.6,3.85
2625,3,10,8.21,2.6,3.68
2626,3,10,8.0,2.6,3.45
2627,3,10,7.74,2.5,3.34
2628,2,6,9.05,2.6,4.0
2629,2,,7.7,2.55,3.0
2630,3,10,7.74,2.5,2.34
2631,2,6,9.2,2.5,3.3
2632,2,6,8.73,2.44,3.13
2633,3,10,8.25,2.6,3.7
2634,3,10,7.85,2.5,3.5
2635,2,6,9.35,2.6,4.1
2636,2,6,9.09,2.49,3.6
2637,3,10,8.9,2.6,4.1
2638,3,10,8.43,2.5,4.12
2639,2,6,8.5,2.494,3.3
2640,2,,10.0,2.2,3.2
2641,2,6,9.0,2.56,4.0
2642,2,6,9.0,2.45,2.68
2643,2,6,9.24,2.56,3.18
2644,3,10,8.52,2.6,4.1
2645,2,6,8.6,2.45,4.1
2646,2,6,8.77,2.45,2.85
2647,3,10,10.3,2.6,4.0
2648,3,10,10.7,2.6,3.4
2649,2,6,9.15,2.6,3.85
2650,3,10,8.6,2.6,3.7
2651,3,10,8.0,2.6,3.4
2652,2,6,6.72,2.55,3.85
2653,4,12,11.54,2.6,3.9
2654,2,6,8.75,2.5,3.3
2655,3,10,8.2,2.6,3.68
2656,2,6,6.7,2.5,2.93
2657,3,10,10.05,2.6,2.7
2658,2,6,8.85,2.44,3.8
2659,2,6,9.05,2.58,2.95
2660,2,6,9.8,2.52,3.6
2661,2,6,9.2,2.6,3.72
2662,2,,9.1,2.6,3.6
2663,2,6,9.05,2.58,3.6
2664,3,10,11.0,2.6,3.75
2665,3,10,10.52,2.6,3.22
2666,3,10,8.25,2.575,3.61
2667,4,12,9.95,2.6,3.6
2668,3,10,9.8,2.6,4.1
2669,3,10,10.3,2.5,3.68
2670,3,10,9.8,2.5,3.2
2671,2,6,9.8,2.5,3.5
2672,2,6,9.3,2.55,3.3
2673,2,6,9.5,2.55,4.1
2674,2,6,7.1,2.5,3.25
2675,2,6,7.1,2.4,3.36
2676,2,6,8.35,2.44,2.68
2677,2,6,9.4,2.52,3.85
2678,2,6,6.3,2.5,2.95
2679,2,6,8.67,2.44,2.68
2680,2,6,7.7,2.54,3.45
2681,3,10,10.4,2.6,4.09
2682,3,10,10.84,2.6,4.06
2683,2,6,8.73,2.6,3.51
2684,2,6,9.2,2.45,3.3
2685,2,6,9.3,2.44,2.68
2686,2,6,9.55,2.58,3.55
2687,2,6,9.4,2.6,3.3
2688,2,6,6.45,2.35,2.85
2689,2,6,8.67,2.44,3.56
2690,2,6,8.67,2.45,2.65
2691,3,10,10.5,2.5,3.9
2692,2,6,7.73,2.6,3.35
2693,4,12,10.0,2.6,3.6
2694,3,10,8.97,2.6,4.1
2695,3,10,8.23,2.6,3.47
2696,2,6,6.08,2.43,2.78
2697,3,10,9.1,2.6,4.1
2698,3,10,7.82,2.6,2.98
2699,3,10,8.12,2.58,3.38
2700,2,6,7.0,2.5,3.15
2701,2,6,9.2,2.6,3.3
2702,3,10,7.85,2.5,3.455
2703,3,10,9.7,2.5,3.0
2704,2,6,7.58,2.44,2.89
2705,2,,9.9,2.6,3.77
2706,2,6,9.6,2.5,3.88
2707,3,10,7.617,2.5,3.415
2708,2,6,9.3,2.6,3.25
2709,4,14,11.4,2.6,3.2
2710,4,12,12.5,2.69,4.3
2711,4,12,10.8,2.59,4.41
2712,3,10,9.3,2.6,3.6
2713,2,6,8.85,2.3,3.25
2714,2,6,8.7,2.41,3.3
2715,2,6,8.85,2.3,3.05
2716,3,10,9.57,2.5,2.6
2717,3,10,8.15,2.6,3.3
2718,2,6,8.9,2.6,3.45
2719,2,6,6.95,2.5,2.8
2720,3,,9.87,2.43,3.38
2721,3,10,9.88,2.45,2.68
2722,2,6,9.28,2.5,3.34
2723,3,10,8.1,2.5,3.55
2724,2,6,6.1,2.45,2.68
2725,2,6,9.45,2.55,3.55
2726,2,6,9.58,2.6,4.1
2727,3,10,8.3,2.6,3.8
2728,2,6,9.45,2.6,4.0
2729,2,6,6.5,2.45,2.8
2730,3,10,8.63,2.45,3.31
2731,2,6,7.581,2.582,3.916
2732,2,6,9.7,2.6,3.8
2733,3,10,7.75,2.52,3.55
2734,4,12,10.5,2.6,4.2
2735,3,10,8.234,2.6,3.935
2736,2,6,9.5,2.5,3.0
2737,3,10,8.21,2.6,3.66
2738,2,6,8.6,2.5,3.9
2739,2,6,9.05,2.54,3.8
2740,2,6,7.1,2.68,2.52
2741,3,10,10.4,2.6,3.14
2742,3,10,9.24,2.5,3.62
2743,2,6,10.3,2.55,3.5
2744,3,10,10.22,2.6,3.55
2745,2,6,8.87,2.68,2.52
2746,2,6,8.85,2.47,3.46
2747,4,12,9.1,2.6,3.9
2748,4,12,11.99,2.6,3.9
2749,4,12,12.0,2.6,4.0
2750,2,6,8.5,2.494,3.35
2751,4,12,8.8,2.6,3.95
2752,2,6,9.15,2.6,3.7
2753,2,,9.05,2.6,2.8
2754,3,,7.8,2.6,3.26
2755,2,6,8.7,2.6,3.8
2756,4,12,8.789,2.6,3.941
2757,2,6,9.53,2.6,3.46
2758,2,,8.2,2.44,3.34
2759,2,,8.67,2.45,3.07
2760,4,12,8.79,2.6,3.941
2761,4,12,8.798,2.6,3.941
2762,4,12,11.85,2.6,3.75
2763,2,6,9.9,2.6,3.86
2764,2,6,8.99,2.6,3.86
2765,4,12,11.691,2.6,3.398
2766,2,,8.8,2.6,3.25
2767,2,,7.46,2.6,3.7
2768,2,,8.65,2.4,2.87
2769,3,,10.1,2.44,3.7
2770,3,10,9.1,2.6,3.9
2771,3,10,10.1,2.44,3.7
2772,4,12,11.69,2.6,3.9
2773,3,10,8.47,2.55,3.85
2774,2,6,8.07,2.45,2.81
2775,3,10,12.41,2.6,4.1
2776,4,12,12.0,2.6,3.9
2777,3,10,10.2,2.6,3.52
2778,3,10,7.85,2.6,3.5
2779,3,10,10.02,2.6,3.83
2780,2,6,8.2,2.4,4.1
2781,3,10,9.8,2.6,3.7
2782,2,6,9.7,2.6,4.0
2783,2,6,9.4,2.5,2.85
2784,2,6,9.08,2.51,3.4
2785,2,6,8.7,2.5,3.25
2786,4,12,8.8,2.6,3.5
2787,3,10,8.1,2.55,3.42
2788,4,12,9.17,2.55,3.88
2789,2,6,9.8,2.6,3.3
2790,4,12,12.2,2.6,4.25
2791,4,12,11.99,2.6,3.72
2792,2,6,8.8,2.52,3.29
2793,2,6,8.95,2.45,3.4
2794,2,6,9.0,2.42,3.9
2795,2,6,8.4,2.45,3.0
2796,2,6,9.4,2.6,3.75
2797,2,6,6.1,2.48,2.85
2798,2,6,6.0,2.5,2.8
2799,3,10,7.52,2.48,2.79
2800,2,6,8.86,2.56,3.5
2801,4,12,10.7,2.6,3.2
2802,4,12,11.685,2.6,4.29
2803,2,,6.49,2.46,2.53
2804,2,6,8.6,2.52,3.2
2805,4,12,8.75,2.6,3.95
2806,4,12,11.46,2.6,3.995
2807,3,10,9.95,2.5,3.0
2808,3,10,10.1,2.6,3.1
2809,4,12,12.5,2.6,4.0
2810,3,10,9.5,2.55,3.85
2811,3,10,8.0,2.6,3.8
2812,3,10,6.867,2.495,3.483
2813,3,10,6.867,2.5,3.753
2814,3,10,6.817,2.495,3.481
2815,3,10,9.95,2.6,3.75
2816,3,10,9.45,2.55,3.85
2817,2,6,8.95,2.6,3.5
2818,2,6,8.92,2.6,3.5
2819,2,6,9.55,2.6,4.0
2820,3,10,9.72,2.6,3.02
2821,2,6,9.192,2.6,3.859
2822,2,6,8.7,2.6,3.3
2823,2,6,8.2,2.4,2.75
2824,2,6,8.792,2.5,3.4
2825,2,6,9.1,2.5,3.8
2826,2,6,10.0,2.6,3.8
2827,2,6,8.0,2.6,4.0
2828,2,6,9.3,2.5,3.6
2829,2,6,9.3,2.5,3.7
2830,2,,9.2,2.4,2.8
2831,2,6,9.0,2.41,3.4
2832,2,6,9.6,2.6,3.7
2833,2,6,8.8,2.41,3.4
2834,2,6,9.2,2.55,4.1
2835,3,10,7.66,2.55,3.32
2836,3,10,7.78,2.5,3.32
2837,3,10,10.25,2.5,3.2
2838,3,10,10.52,2.6,3.6
2839,3,10,7.5,2.5,2.75
2840,4,12,8.47,2.6,3.48
2841,3,10,9.4,2.6,3.8
2842,3,10,7.85,2.6,3.25
2843,4,12,8.2,2.55,3.94
2844,3,10,7.73,2.55,3.3
2845,4,12,11.537,2.6,3.926
2846,3,10,8.0,2.5,3.25
2847,3,10,10.7,2.5,4.1
2848,2,6,8.7,2.5,2.82
2849,3,10,8.65,2.4,3.65
2850,2,6,8.95,2.55,3.55
2851,2,6,8.7,2.55,3.35
2852,2,6,7.15,2.6,2.95
2853,2,6,8.6,2.55,3.5
2854,2,6,6.95,2.45,3.1
2855,2,6,8.82,2.48,3.32
2856,2,6,8.95,2.57,3.67
2857,2,6,8.95,2.6,3.94
2858,2,6,9.35,2.6,3.9
2859,2,6,9.44,2.6,3.78
2860,2,6,8.93,2.6,3.5
2861,3,10,10.3,2.6,4.03
2862,2,6,8.48,2.5,3.4
2863,2,6,9.15,2.6,3.02
2864,2,6,8.19,2.47,3.32
2865,2,6,9.0,2.6,3.6
2866,2,6,8.7,2.5,3.15
2867,2,,8.8,2.6,3.3
2868,3,10,8.67,2.44,2.68
2869,2,6,8.94,2.6,3.5
2870,3,10,11.5,2.6,4.05
2871,3,,7.1,2.45,3.35
2872,2,6,7.2,2.2,3.3
2873,2,,8.43,2.6,3.69
2874,2,6,8.65,3.05,3.02
2875,2,6,7.2,2.4,2.75
2876,2,6,9.38,2.6,3.4
2877,3,10,10.65,2.6,3.9
2878,3,10,13.1,2.6,3.2
2879,2,6,8.43,2.6,3.69
2880,2,6,10.5,2.6,3.5
2881,2,6,8.85,2.6,3.37
2882,2,6,8.84,2.6,3.87
2883,2,,9.45,2.6,3.4
2884,2,,7.2,2.45,3.0
2885,2,6,7.58,2.44,3.12
2886,2,6,5.7,2.45,2.85
2887,2,6,8.9,2.6,3.77
2888,2,6,9.1,2.5,3.58
2889,2,6,11.0,2.6,3.5
2890,2,6,9.2,2.5,3.85
2891,2,6,8.9,2.6,3.6
2892,2,6,8.95,2.45,2.7
2893,2,6,6.1,2.2,2.65
2894,3,10,11.6,2.6,3.4
2895,3,10,9.1,2.6,3.6
2896,3,10,9.37,2.6,3.45
2897,2,6,5.4,2.5,2.7
2898,2,6,9.4,2.53,3.92
2899,2,6,9.35,2.5,3.92
2900,2,6,9.1,2.57,3.82
2901,2,6,6.85,2.5,2.8
2902,3,10,10.7,2.55,2.6
2903,3,10,9.4,2.6,3.0
2904,2,6,8.36,2.42,3.58
2905,2,6,10.7,2.6,3.7
2906,3,10,9.7,2.6,3.9
2907,2,6,9.0,2.5,2.75
2908,3,10,10.28,2.56,3.85
2909,2,,7.0,2.5,3.35
2910,2,,7.18,2.6,3.2
2911,2,6,7.88,2.5,2.97
2912,2,,7.1,2.5,3.35
2913,2,6,8.25,2.55,3.6
2914,2,6,6.6,2.6,3.5
2915,3,10,9.15,2.5,3.5
2916,2,6,8.65,2.6,3.15
2917,2,6,9.92,2.59,3.96
2918,2,,8.73,2.42,2.71
2919,2,6,7.35,2.47,2.55
2920,2,,8.73,2.43,2.71
2921,2,6,9.9,2.6,3.5
2922,2,6,9.78,2.6,3.43
2923,2,6,6.27,2.4,2.76
2924,2,,10.44,2.6,3.65
2925,2,6,9.0,2.6,3.85
2926,2,6,8.73,2.42,2.71
2927,2,6,6.43,2.34,2.94
2928,2,6,5.3,2.5,2.45
2929,2,6,7.3,2.32,2.72
2930,2,6,8.76,2.6,3.1
2931,2,,7.73,2.45,3.4
2932,2,6,6.33,2.51,2.89
2933,2,6,6.45,2.45,3.15
2934,2,6,6.35,2.51,2.89
2935,3,10,9.2,2.5,3.45
2936,3,10,9.4,2.49,3.52
2937,3,10,9.38,2.54,3.52
2938,2,6,7.2,2.55,2.7
2939,2,6,10.35,2.5,3.6
2940,2,,6.8,2.58,3.77
2941,2,6,9.6,2.45,2.7
2942,2,6,6.6,2.4,3.3
2943,2,6,7.39,2.6,3.48
2944,2,6,8.5,2.56,3.3
2945,2,6,7.5,2.45,3.0
2946,2,6,9.2,2.6,3.65
2947,2,,6.85,2.6,2.7
2948,2,6,9.0,2.6,3.57
2949,3,10,10.5,2.6,2.7
2950,3,10,7.6,2.6,3.1
2951,2,6,8.2,2.52,3.0
2952,2,6,6.17,2.45,2.9
2953,3,,9.6,2.6,3.6
2954,2,6,6.2,2.45,2.65
2955,3,10,6.88,2.48,3.05
2956,4,12,13.4,2.6,4.1
2957,3,10,6.88,2.48,3.48
2958,2,6,6.4,2.48,3.48
2959,3,10,6.88,2.5,3.1
2960,3,10,8.7,2.5,3.7
2961,3,,8.8,2.53,3.6
2962,3,10,8.8,2.53,3.6
2963,3,10,6.86,2.49,3.48
2964,3,10,8.7,2.56,3.73
2965,3,10,8.72,2.54,3.73
2966,3,10,8.8,2.56,3.73
2967,3,10,8.76,2.54,3.7
2968,3,10,7.5,2.6,3.1
2969,3,10,8.95,2.48,3.68
2970,2,6,10.15,2.602,3.786
2971,3,10,11.56,2.49,4.1
2972,2,4,6.0,2.4,3.2
2973,3,10,8.08,2.58,3.31
2974,3,10,11.1,2.6,4.17
2975,2,6,10.0,2.5,3.7
2976,3,10,6.82,2.5,3.48
2977,2,6,9.8,2.6,3.6
2978,3,10,7.6,2.55,3.3
2979,3,12,11.5,2.6,4.1
2980,3,10,10.0,2.54,3.75
2981,3,10,10.17,2.5,3.59
2982,3,10,6.867,2.495,3.5
2983,3,10,6.817,2.495,3.483
2984,3,10,6.867,2.5,3.483
2985,3,10,7.8,2.47,3.31
2986,3,10,7.59,2.5,3.31
2987,3,10,9.9,2.4,3.4
2988,2,6,9.61,2.6,3.27
2989,3,10,7.7,2.45,3.5
2990,3,10,8.45,2.5,3.21
2991,3,,6.817,2.495,3.481
2992,3,10,8.73,2.47,3.2
2993,3,10,8.5,2.5,3.3
2994,3,,10.8,2.55,3.75
2995,3,10,10.8,2.55,3.75
2996,3,,8.3,2.6,3.53
2997,3,,8.53,2.6,3.5
2998,3,10,8.2,2.5,3.0
2999,3,10,7.9,2.55,3.5
3000,3,10,10.55,2.6,4.1
3001,3,,9.65,2.5,3.0
3002,3,10,8.25,2.6,3.57
3003,3,10,8.25,2.48,3.55
3004,3,10,11.0,2.55,3.54
3005,3,10,7.8,2.6,3.95
3006,3,,8.8,2.54,3.6
3007,3,10,7.0,2.5,2.91
3008,3,10,7.9,2.5,2.9
3009,3,10,11.0,2.6,3.57
3010,3,10,9.8,2.6,3.5
3011,3,10,8.4,2.6,2.92
3012,3,10,11.0,2.6,3.14
3013,3,10,7.89,2.48,3.42
3014,3,,8.57,2.6,3.45
3015,3,10,8.57,2.6,3.45
3016,3,10,10.0,2.6,3.85
3017,3,10,8.3,2.5,3.4
3018,3,10,7.71,2.49,3.03
3019,3,10,7.64,2.6,3.69
3020,3,,9.11,2.6,3.21
3021,3,10,11.2,2.4,4.1
3022,3,,8.0,2.6,3.8
3023,3,10,7.85,2.51,2.98
3024,3,6,6.867,2.5,3.483
3025,4,12,11.34,2.6,3.96
3026,3,10,11.95,2.6,3.481
3027,2,6,8.85,2.6,3.19
