empresa_key,ruc_empresa,estado_ruc,tipo_contribuyente,departamento_empresa,nombre_empresa
6662,20449492375,SIN VERIFICAR,SIN DATO,AREQUIPA,J Y M SOCIEDAD ANONIMA CERRADA
6663,20533124209,SIN VERIFICAR,SIN DATO,MOQUEGUA,EMPRESA DE TRANSPORTE DE CARGA D&E S.A.C. - E.T.C. D&E S.A.C.
6664,20603724454,SIN VERIFICAR,SIN DATO,LIMA,WILARSERVIS S.A.C.
6665,20455385327,SIN VERIFICAR,SIN DATO,AREQUIPA,M & T AUTO BODY S.A.C.
6666,15334261431,SIN VERIFICAR,SIN DATO,LIMA,TUNJAR FERNANDEZ ARMANDO
6667,20601251851,SIN VERIFICAR,SIN DATO,LIMA,GRUPO YACHACHIN S.A.C.-GRUP YACH S.A.C.
6668,20606664606,SIN VERIFICAR,SIN DATO,LIMA,TRANSMORA E.I.R.L.
6669,20542747855,SIN VERIFICAR,SIN DATO,PUNO,MAQUINARIAS CONSTRUCCION Y&J SOCIEDAD ANONIMA CERRADA
6670,10180717639,SIN VERIFICAR,SIN DATO,LIMA,BORJAS PAREDES HERMES
6671,20448334849,SIN VERIFICAR,SIN DATO,PUNO,AUTOMOTRIZ Y MAQUINARIAS MOTOR MASS SOCIEDAD ANONIMA CERRADA
6672,20600943031,SIN VERIFICAR,SIN DATO,LIMA,SG GEOSURVEY PERU S.A.C.
6673,20491672707,SIN VERIFICAR,SIN DATO,LIMA,CONSTRUCTORA JANLEY S.R.L.
6674,10294205221,SIN VERIFICAR,SIN DATO,AREQUIPA,CHAMBI PINTO JUAN
6675,10423178898,SIN VERIFICAR,SIN DATO,PUNO,CHINO LLANOS ELVIS EUDES
6676,10252034868,SIN VERIFICAR,SIN DATO,MADRE DE DIOS,CAYO BUSTINZA ROLANDO
6677,20528986171,SIN VERIFICAR,SIN DATO,LIMA,"EMP.DE TRANSPORTES MULTIPLES  ""ESPINOZA & CUELLAR"" SAC"
6678,20513123338,SIN VERIFICAR,SIN DATO,LIMA,CONSTRUCTORA E INMOBILIARIA JHF E.I.R.L.
6679,10415113876,SIN VERIFICAR,SIN DATO,LA LIBERTAD,MENDOZA MONTOYA MARIA DEISI
6680,10406342358,SIN VERIFICAR,SIN DATO,LIMA,GOMEZ MOROTE CELINA
6681,20505982844,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS MULTIPLES FRONTERAS E.I.R.L.
6682,20480435185,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,INVERSIONES Y TRANSPORTES FERNANDEZ SAC
6683,10406122587,SIN VERIFICAR,SIN DATO,LIMA,PINEDA MORY MAX HERBERTH
6684,10803786076,SIN VERIFICAR,SIN DATO,LIMA,HUERTA PAREDES RUFINO MODESTO
6685,20539683170,SIN VERIFICAR,SIN DATO,AREQUIPA,COMERCIALIZADORA ELVIRA S.R.L.
6686,20601994764,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES GUZMAN HIDALGO E.I.R.L.
6687,20604521719,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES SHALVA SOCIEDAD ANONIMA CERRADA - TRANSPORTES SHALVA S.A.C.
6688,10181561853,SIN VERIFICAR,SIN DATO,LA LIBERTAD,CAMPOS RIOS HILARIO EPIFANIO
6689,20523303601,SIN VERIFICAR,SIN DATO,LIMA,TRANSJOHNNY S.A.C.
6690,20545794978,SIN VERIFICAR,SIN DATO,LIMA,DECARTON S.A.C
6691,10316459418,SIN VERIFICAR,SIN DATO,LIMA,PEREZ JULIO EVARISTO
6692,20490937995,SIN VERIFICAR,SIN DATO,CUSCO,MULTISERVICIOS SANTA LUCIA GMN S.R.L.
6693,20568921411,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS GENERALES BRITHANI S.R.L.
6694,10104243539,SIN VERIFICAR,SIN DATO,LIMA,VILLANUEVA ALAYO FELIPE SANTIAGO
6695,20516665859,SIN VERIFICAR,SIN DATO,LIMA,FOX CAR SOCIEDAD ANONIMA CERRADA
6696,20498564233,SIN VERIFICAR,SIN DATO,AREQUIPA,EXTRAMES S.A.C.
6697,20601104084,SIN VERIFICAR,SIN DATO,PASCO,ARENERA SAN ANTONIO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA
6698,20530355587,SIN VERIFICAR,SIN DATO,LIMA,ESTACION DE SERVICIOS CIELO AZUL SRL
6699,10269573690,SIN VERIFICAR,SIN DATO,LIMA,VILLANUEVA VALDERRAMA EDILBERTO AVILIO
6700,20605582932,SIN VERIFICAR,SIN DATO,LIMA,MULTISERVICIOS BELLAVISTA LA ROKA E.I.R.L.
6701,20525800998,SIN VERIFICAR,SIN DATO,LIMA,"""C Y S LESLY"" E.I.R.L."
6702,10487682247,SIN VERIFICAR,SIN DATO,LA LIBERTAD,REYES POLO ELMER GREONEL
6703,10482540959,SIN VERIFICAR,SIN DATO,LIMA,LUJAN ZAVALETA BIANCA ARACELY
6704,20605989528,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTE Y MULTISERVICIOS EVELYN & YEICKOL E.I.R.L.
6705,20608598163,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES ALMA EIRL
6706,10199276765,SIN VERIFICAR,SIN DATO,JUNIN,QUISPEALAYA ORDOÃ‘EZ CIRILO
6707,20602831389,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y MULTISERVICIOS GOLDEN S.A.C.
6708,20603698046,SIN VERIFICAR,SIN DATO,LIMA,ALGUSAR TRANSPORTE Y LOGISTICA DE CARGA S.R.L.
6709,10416037898,SIN VERIFICAR,SIN DATO,LIMA,GUTIERREZ INCA SONIA
6710,20600388003,SIN VERIFICAR,SIN DATO,UCAYALI,CORPORACION EJAM PERU S.A.C.
6711,10437374461,SIN VERIFICAR,SIN DATO,LA LIBERTAD,AREDO QUISPE YONATAN WILFREDO
6712,10400932960,SIN VERIFICAR,SIN DATO,LA LIBERTAD,SANDOVAL RUIZ LUCIO
6713,10433712515,SIN VERIFICAR,SIN DATO,TACNA,MAMANI CHAVEZ JOSE LUIS
6714,10190250224,SIN VERIFICAR,SIN DATO,LA LIBERTAD,MENDEZ HURTADO ASTERIA ASUCENA
6715,10190748095,SIN VERIFICAR,SIN DATO,LIMA,IBAÃ‘EZ SANTOS LUIS ALFREDO
6716,10478849007,SIN VERIFICAR,SIN DATO,AREQUIPA,ALANOCA FLORES GELVER
6717,10038976244,SIN VERIFICAR,SIN DATO,LIMA,MIÃ‘OPE CHINGAY ALEX WILBERTO
6718,10476682695,SIN VERIFICAR,SIN DATO,LIMA,VILLANUEVA TORRES ADITA ROSEBELTY
6719,10065661581,SIN VERIFICAR,SIN DATO,LIMA,MEZA LOZA HERMINIO
6720,20601344255,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS GENERALES LEOVAL SOCIEDAD ANONIMA CERRADA
6721,10403940521,SIN VERIFICAR,SIN DATO,LIMA,SAAVEDRA PICHAC DE MORALES RUBLENY IRIS
6722,20600498216,SIN VERIFICAR,SIN DATO,LIMA,RENTA CAR COSMIS S.A.C.
6723,10417367948,SIN VERIFICAR,SIN DATO,LIMA,MUÃ‘ANTE GALA MIGUEL ENRIQUE
6724,10457110494,SIN VERIFICAR,SIN DATO,AREQUIPA,TACO BUSTINZA NEHEMIAS KENEDY
6725,20482160051,SIN VERIFICAR,SIN DATO,LA LIBERTAD,EMPRESA DE SERVICIOS MULTIPLES OMEGA S.A.C.
6726,20509902730,SIN VERIFICAR,SIN DATO,LIMA,INVERSIONES AGROPECUARIAS HC S.A.C.
6727,20496139110,SIN VERIFICAR,SIN DATO,LIMA,COMERCIAL GRAN CANARIA S.R.L.
6728,10413238337,SIN VERIFICAR,SIN DATO,LIMA,PUIQUIN GUIOP JITLER
6729,20397604102,SIN VERIFICAR,SIN DATO,LA LIBERTAD,GUZMAN DISTRIBUCIONES S.A.C.
6730,10429635671,SIN VERIFICAR,SIN DATO,LIMA,OLIVITOS CRUZ FREDY GONZALO
6731,20511823839,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION URBINA S.A.C.
6732,10178823359,SIN VERIFICAR,SIN DATO,LA LIBERTAD,YUPANQUI QUEZADA CRECENCIO AMADO
6733,10323804392,SIN VERIFICAR,SIN DATO,ANCASH,CORZO ALVAREZ HERNALDO DOMINGO
6734,10316589711,SIN VERIFICAR,SIN DATO,LA LIBERTAD,SAENZ ROBLES MARCELINA PAULINA
6735,10449223689,SIN VERIFICAR,SIN DATO,CUSCO,VARGAS MENDEZ JULIO CESAR
6736,10450675615,SIN VERIFICAR,SIN DATO,LIMA,HUAMAN MENDOZA LUIS CARLOS
6737,10447698698,SIN VERIFICAR,SIN DATO,LIMA,BRANDAN CARRASCO DELFIN DAVID
6738,10188586983,SIN VERIFICAR,SIN DATO,CAJAMARCA,BACON ARCE HORTENCIA TEOTISTA
6739,20600209320,SIN VERIFICAR,SIN DATO,CAJAMARCA,TRANSPORTES LUCKAD E.I.R.L.
6740,10164610867,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,DUAREZ BARBOZA CARMEN ROSA
6741,20546476201,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES MILTON E.I.R.L.
6742,20608974556,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTE Y SERVICIOS GENERALES ANTHONNY S.A.C
6743,20527208000,SIN VERIFICAR,SIN DATO,CUSCO,PETROCENTRO URUBAMBA SOCIEDAD ANONIMA CERRADA-PETROCENTRO URUBAMBA S.A.C
6744,10180824206,SIN VERIFICAR,SIN DATO,LA LIBERTAD,CASAMAYOR SAUNA ROSA MARLENE
6745,20539917774,SIN VERIFICAR,SIN DATO,LA LIBERTAD,G & M QUEVEDO INVERSIONES S.A.C.
6746,20603059701,SIN VERIFICAR,SIN DATO,AREQUIPA,EMPRESA DE TRANSP.D & A MENDOZA EMP.IND.DE RESP.LIMITADA - EMPRESA DE TRANSP. D & A MENDOZA E.I.R.L.
6747,20602268137,SIN VERIFICAR,SIN DATO,CAJAMARCA,LUANA Y CAPELLA CONSTRUCTORES E.I.R.L.
6748,20529692553,SIN VERIFICAR,SIN DATO,CAJAMARCA,TRANSPORTES ADRIAN IAN CARLO E.I.R.L.
6749,20564029859,SIN VERIFICAR,SIN DATO,CUSCO,INVERSIONES WIÃ‘ANAPAQ SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - INV. WIÃ‘ANAPAQ S.R.L.
6750,10422118361,SIN VERIFICAR,SIN DATO,LIMA,NUÃ‘EZ CARBAJAL WILLIAM
6751,10032410273,SIN VERIFICAR,SIN DATO,PIURA,HERRERA GARCIA JOSE ISAIAS
6752,20608196120,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES VALQUI E.I.R.L
6753,20601365040,SIN VERIFICAR,SIN DATO,LIMA,HEPAR GESTION AMBIENTAL S.A.C.
6754,20610023852,SIN VERIFICAR,SIN DATO,LIMA,LOGISTICA E INVERSIONES ECOLOGICO S.A.C.
6755,10195336208,SIN VERIFICAR,SIN DATO,LA LIBERTAD,ARCE VILLANUEVA JUAN ALBERTO
6756,10476182048,SIN VERIFICAR,SIN DATO,ICA,ORIHUELA YAURI CARLOS ALBERTO
6757,20602965253,SIN VERIFICAR,SIN DATO,LIMA,JMK EQUIPOS S.A.C.
6758,20531990201,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES D & R S.R.L.
6759,20601200784,SIN VERIFICAR,SIN DATO,LIMA,MOLINA CARGO EXPRESS S.A.C.
6760,20455288127,SIN VERIFICAR,SIN DATO,AREQUIPA,TRANSPORTES LENHAR E.I.R.L.
6761,10475813788,SIN VERIFICAR,SIN DATO,LIMA,LOPEZ CORDOVA RICHARD WILFREDO
6762,20477958347,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION NIYAL SOCIEDAD ANONIMA CERRADA
6763,20121907781,SIN VERIFICAR,SIN DATO,LIMA,CONSTRUCTORA DE LA INGENIERIA S.A.- CIDINSA
6764,20490165810,SIN VERIFICAR,SIN DATO,LIMA,TRANSGENKO EIRL
6765,20555297280,SIN VERIFICAR,SIN DATO,LIMA,FEDAY SERVICIOS LOGISTICOS S.A.C.
6766,20506548188,SIN VERIFICAR,SIN DATO,LIMA,SEACORP PERU S.A.C.
6767,10198516690,SIN VERIFICAR,SIN DATO,LIMA,CUEVA MALLQUI BERTHA
6768,20522885682,SIN VERIFICAR,SIN DATO,LIMA,CONSORCIO SMOKE.CERO E.I.R.L.
6769,10400653998,SIN VERIFICAR,SIN DATO,LIMA,GOMEZ POMAHUACRE WILFREDO
6770,10271450848,SIN VERIFICAR,SIN DATO,LIMA,TRUJILLO SILVA CESAR OSWALDO
6771,10040502900,SIN VERIFICAR,SIN DATO,LIMA,ZELAYA CAMPOS LUZ MERY
6772,20517416259,SIN VERIFICAR,SIN DATO,LIMA,ICAM S.P.A
6773,20547256396,SIN VERIFICAR,SIN DATO,LIMA,OPERADOR LOGISTICO H.M.L. S.A.C.
6774,20606257296,SIN VERIFICAR,SIN DATO,ICA,E & R CORPORACION BKS SOCIEDAD ANONIMA CERRADA
6775,20384121838,SIN VERIFICAR,SIN DATO,LIMA,PROVEJEC S.A.C.
6776,20607174777,SIN VERIFICAR,SIN DATO,LIMA,GRUAS E INVERSIONES JH S.A.C.
6777,10463779789,SIN VERIFICAR,SIN DATO,AREQUIPA,MARQUEZ ESPINOZA JOSE ENRIQUE
6778,10248842054,SIN VERIFICAR,SIN DATO,AREQUIPA,CHANCAYAURI PEZO LEONOR VILMA
6779,20451759524,SIN VERIFICAR,SIN DATO,LIMA,MG ESTRUCTURAS & EVENTOS S.A.C.
6780,20600216181,SIN VERIFICAR,SIN DATO,LIMA,ACEITUNAS FESTY S.A.C.
6781,10204373898,SIN VERIFICAR,SIN DATO,LIMA,CASACHAHUA SACO ROSWEL HEVER
6782,10413907808,SIN VERIFICAR,SIN DATO,LIMA,CARHUAPUMA ESCOBAR TANIA JULIA
6783,20536249011,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES EMAPE S.A.C.
6784,10188640589,SIN VERIFICAR,SIN DATO,LIMA,GALLARDO DIAZ BETTY MARDELI
6785,20428687443,SIN VERIFICAR,SIN DATO,LIMA,MACOM R.M. CONTRATISTAS GENERALES S.A.C.
6786,20132367800,SIN VERIFICAR,SIN DATO,LIMA,MINERA AURIFERA RETAMAS S.A.
6787,10401297460,SIN VERIFICAR,SIN DATO,ANCASH,AGUILAR ARIAS OLINDA NANCY
6788,20601444772,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION CARHUAZ QUERIDO E.I.R.L.
6789,10410536477,SIN VERIFICAR,SIN DATO,LIMA,VILLALOBOS PEREZ HUMBERTO
6790,10411671785,SIN VERIFICAR,SIN DATO,LIMA,DEL CASTILLO SALAZAR JESSICA ELISABETH
6791,10182043571,SIN VERIFICAR,SIN DATO,LA LIBERTAD,FERREL CARRANZA LUIS ENRIQUE
6792,10480064068,SIN VERIFICAR,SIN DATO,CAJAMARCA,TARRILLO VASQUEZ EDGAR ULICES
6793,10282116371,SIN VERIFICAR,SIN DATO,LIMA,YACHAPA CONDEÃ‘A ODILIA
6794,10165282430,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,QUIROZ CHAVARRY WILMER
6795,20481094039,SIN VERIFICAR,SIN DATO,LA LIBERTAD,CONSTRUCTORA & PROMOTORA DE VIVIENDA SOCIAL EL VALLE S.A.C.
6796,10030867667,SIN VERIFICAR,SIN DATO,PIURA,NIDER CORDOVA JULCA
6797,10062342230,SIN VERIFICAR,SIN DATO,LIMA,ARQUINIGO MORALES FELIX ANSELMO
6798,20511497184,SIN VERIFICAR,SIN DATO,LIMA,VIPETROS S.A.C.
6799,20159386253,SIN VERIFICAR,SIN DATO,CUSCO,MUNICIPALIDAD DISTRI. DE SAN JERONIMO
6800,20539511557,SIN VERIFICAR,SIN DATO,AREQUIPA,TRANSPORTES  CJHU E.I.R.L.
6801,20481762163,SIN VERIFICAR,SIN DATO,CAJAMARCA,RG EL TREBOL SRL
6802,20531412932,SIN VERIFICAR,SIN DATO,SAN MARTIN,ELECTRO SERVICIOS DAVILA S.A.C.
6803,10419483686,SIN VERIFICAR,SIN DATO,LIMA,RODRIGUEZ POLO CARMEN ROSA
6804,20498061088,SIN VERIFICAR,SIN DATO,LIMA,DIMEMSA S.R.L.
6805,10158638865,SIN VERIFICAR,SIN DATO,LIMA,GUTIERREZ CABEZAS RENE JAIME
6806,10472671371,SIN VERIFICAR,SIN DATO,LIMA,HUAMAN MORALES HILTON
6807,20602130666,SIN VERIFICAR,SIN DATO,LIMA,EDXIJE CONSULTORES S.A.C.
6808,20194735384,SIN VERIFICAR,SIN DATO,TACNA,MUNICIPALIDAD PROVINCIAL JORGE BASADRE
6809,20600239881,SIN VERIFICAR,SIN DATO,LIMA,DIESELDOOR PERU SOCIEDAD ANONIMA CERRADA - DIESELDOOR PERU S.A.C.
6810,10266363970,SIN VERIFICAR,SIN DATO,CAJAMARCA,CUEVA HUATAY VALERIANO
6811,20602506429,SIN VERIFICAR,SIN DATO,LIMA,SEMMAQ OIL & GAS S.A.C.
6812,20521387280,SIN VERIFICAR,SIN DATO,LIMA,MATPEL SERVICIOS Y ASISTENCIA SOCIEDAD ANONIMA - MATPEL S.A.
6813,20607220299,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y AGREGADOS  MARCO ANTONIO E.I.R.L.
6814,10425111090,SIN VERIFICAR,SIN DATO,LIMA,IPENZA SOSA JHON EDWARD
6815,20519752515,SIN VERIFICAR,SIN DATO,LIMA,GOBIERNO REGIONAL DE TACNA
6816,20608950142,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION MARIA PR EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
6817,20528995757,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES OSORIO HNOS S.C.R.L.
6818,10439651267,SIN VERIFICAR,SIN DATO,LIMA,ROBLES CANCHARI MECHAHIN
6819,20600103351,SIN VERIFICAR,SIN DATO,TACNA,CORPORACION RD S.R.L.
6820,20211874296,SIN VERIFICAR,SIN DATO,LIMA,MUNICIPALIDAD DIST DE SOROCHUCO
6821,20487747174,SIN VERIFICAR,SIN DATO,AMAZONAS,G&A CONSTRUCTORES E.I.R.L.
6822,10097087585,SIN VERIFICAR,SIN DATO,LIMA,SERNA GUIA FILOMENO
6823,20487955877,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES YAJAIRA S.R.L.
6824,10704202739,SIN VERIFICAR,SIN DATO,LIMA,GOMEZ SALVATIERRA URIETA MARIBEL
6825,10106073487,SIN VERIFICAR,SIN DATO,LIMA,HUAPAYA CURO LILIANA YENNY
6826,10427052490,SIN VERIFICAR,SIN DATO,PUNO,QUISOCALA HUANCO WILLIAM EDSON
6827,10157549222,SIN VERIFICAR,SIN DATO,LIMA,LLOVERA BRICEÃ‘O ALBERTO MANUEL
6828,20170715056,SIN VERIFICAR,SIN DATO,CAJAMARCA,CONGREGACION DE LAS HERMANITAS DE LOS ANCIANOS DESAMPARADOS
6829,20495896898,SIN VERIFICAR,SIN DATO,CAJAMARCA,CONSTRUCTORES MINERO ANDES SRL
6830,20310552021,SIN VERIFICAR,SIN DATO,LIMA,ESTACION DE SERVICIO SAN CRISTOBAL S.A.C.
6831,20541677926,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTE OSBER S.R.L.
6832,20448489885,SIN VERIFICAR,SIN DATO,AREQUIPA,CORP FREDD IMPORT SOCIEDAD ANONIMA CERRADA
6833,10426556010,SIN VERIFICAR,SIN DATO,LIMA,SANCHEZ TAICA CLEMENTE
6834,10266608484,SIN VERIFICAR,SIN DATO,CAJAMARCA,RIQUELME RAMIREZ FRANCISCO
6835,20602677703,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION MOZALBETE S.A.
6836,20491562278,SIN VERIFICAR,SIN DATO,CAJAMARCA,AGROSERVICIOS FLORES SOCIEDAD DE RESPONSABILIDAD LIMITADA
6837,20600228448,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,TRANSPORTES ALEXIS ABDIAS E.I.R.L.
6838,20227623544,SIN VERIFICAR,SIN DATO,TACNA,MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA
6839,20489508843,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS MULTIPLES INGENIERIA NACIONAL EN CONSTRUCCION Y AGREGADOS EMPRESA INDIVIDUAL DE RESPONSABI
6840,10424971354,SIN VERIFICAR,SIN DATO,LIMA,MANTILLA ROSAS CARLOS ALBERTO
6841,20546121250,SIN VERIFICAR,SIN DATO,LIMA,STRACON S.A.
6842,20600500181,SIN VERIFICAR,SIN DATO,LIMA,CORPORATION CLEMENTE S.A.C.
6843,10279934411,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,MORALES SANTA CRUZ MANUEL ENRIQUE
6844,20608951211,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y CARGO PARAISO S.A.C.
6845,10411260254,SIN VERIFICAR,SIN DATO,LIMA,MARTINEZ VASQUEZ HELI MILCIADES
6846,10467948291,SIN VERIFICAR,SIN DATO,LIMA,BAZCONSUELOS CHOQUE YUVESA SADIS
6847,20492367606,SIN VERIFICAR,SIN DATO,LIMA,INVERSIONES MORALES HNOS S.A.C. - IM HNOS S.A.C.
6848,20508669802,SIN VERIFICAR,SIN DATO,LIMA,GRUPO VIVARGO S.A.C.
6849,20373209601,SIN VERIFICAR,SIN DATO,LIMA,DISTRIBUIDORA PACI S.R.L.
6850,10294833680,SIN VERIFICAR,SIN DATO,CUSCO,HUAMAN HUAMAN ISIDRO
6851,20525644929,SIN VERIFICAR,SIN DATO,LIMA,ATLANTICA SOCIEDAD AGRICOLA S.R.L.
6852,20536075195,SIN VERIFICAR,SIN DATO,LIMA,GLOBAL START UP S.A.C. - GLOSTAR S.A.C.
6853,20528195475,SIN VERIFICAR,SIN DATO,LIMA,AGROPECUARIA LA CHACRA S.R.L.
6854,10804519870,SIN VERIFICAR,SIN DATO,LA LIBERTAD,MORENO VASQUEZ GERONIMO
6855,10323945425,SIN VERIFICAR,SIN DATO,LIMA,ANACLETO VACAS FLOR DE MARIA
6856,10759754820,SIN VERIFICAR,SIN DATO,PIURA,PIZARRO VALLADOLID LUMI SMIT
6857,20609181941,SIN VERIFICAR,SIN DATO,LIMA,MAVAK E.I.R.L.
6858,10040325757,SIN VERIFICAR,SIN DATO,LIMA,VELASQUEZ DE CORDOVA TERESA
6859,10310163762,SIN VERIFICAR,SIN DATO,LIMA,SEGOVIA RUIZ ELIAS
6860,20516184249,SIN VERIFICAR,SIN DATO,LIMA,DISTRIBUYA CORP S.A.C.
6861,20603679220,SIN VERIFICAR,SIN DATO,LIMA,ENMANUEL TRANSPORTS & SERVICES S.A.C.
6862,20131378620,SIN VERIFICAR,SIN DATO,LIMA,MUNICIPALIDAD DISTRITAL DE ATE
6863,20459099213,SIN VERIFICAR,SIN DATO,LIMA,SOPRIN S.A.C.
6864,10270738287,SIN VERIFICAR,SIN DATO,AMAZONAS,VERA DE GARAY SUSANA
6865,10335932523,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,ORLANDO PRADO SUAREZ
6866,20601927374,SIN VERIFICAR,SIN DATO,LIMA,TRANSLUCES CARGO EXPRESS S.R.L.
6867,10086599126,SIN VERIFICAR,SIN DATO,LIMA,GIRALDO CHINCHAY JORGE TOLENTINO
6868,20609929210,SIN VERIFICAR,SIN DATO,LIMA,TRANSKARA S.A.C.
6869,20518720881,SIN VERIFICAR,SIN DATO,LIMA,TRANSELI  EIRL
6870,20356922311,SIN VERIFICAR,SIN DATO,PIURA,SEAFROST S.A.C.
6871,20544762304,SIN VERIFICAR,SIN DATO,LIMA,SERVITRACK RIVERA S.A.C.
6872,10403360720,SIN VERIFICAR,SIN DATO,AREQUIPA,MARINI QUISPE ALVARO
6873,10486343228,SIN VERIFICAR,SIN DATO,CAJAMARCA,HUATAY SANCHEZ JUAN FERNANDO
6874,20601451175,SIN VERIFICAR,SIN DATO,LIMA,MULTISERVICIOS BALDEON & JUNIN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
6875,20514100099,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES AZAÃ‘ERO SOCIEDAD ANONIMA CERRADA
6876,10418843697,SIN VERIFICAR,SIN DATO,CUSCO,CRUZ VILLAFUERTE EFRAIN NOLBERTO
6877,20559640418,SIN VERIFICAR,SIN DATO,LIMA,MI & MA SERVICIOS GENERALES S.A.C.
6878,20100084768,SIN VERIFICAR,SIN DATO,LIMA,PEVISA AUTO PARTS S.A.C.
6879,20451488156,SIN VERIFICAR,SIN DATO,LIMA,COMERCIAL ELIAS A & G S.A.C
6880,20553827869,SIN VERIFICAR,SIN DATO,LIMA,TOTAL CARGO EXPRESS E.I.R.L.
6881,20564447341,SIN VERIFICAR,SIN DATO,LIMA,CONSTRUCTORA Y EJECUTORA AHOV S.R.L.
6882,10417228140,SIN VERIFICAR,SIN DATO,LIMA,CHAVEZ LLANQUE FELIX RAUL
6883,20148170933,SIN VERIFICAR,SIN DATO,SAN MARTIN,MUNICIPALIDAD PROVINCIAL DE RIOJA
6884,20222171351,SIN VERIFICAR,SIN DATO,MOQUEGUA,STYNG E I R L
6885,20600488237,SIN VERIFICAR,SIN DATO,LIMA,TRANS PARTS QUALITY S.A.C.
6886,20605305556,SIN VERIFICAR,SIN DATO,LA LIBERTAD,INVERSIONES LEGRAIMA S.A.C.
6887,10279231177,SIN VERIFICAR,SIN DATO,CAJAMARCA,ALCANTARA HUAMAN ALBERTO
6888,20559320006,SIN VERIFICAR,SIN DATO,AREQUIPA,TRANSPORTES & SERVICIOS LUDYMAR E.I.R.L.
6889,20600735285,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,DISTRIBUIDORA AVIMAR MN E.I.R.L.
6890,20547386338,SIN VERIFICAR,SIN DATO,LIMA,GRUPO CASSA S.A.C.
6891,10731094859,SIN VERIFICAR,SIN DATO,LIMA,ALARCON VARGAS JHAIR EMERSON
6892,20553874191,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES DE CARGA G Y G S.A.C.
6893,20434834989,SIN VERIFICAR,SIN DATO,AREQUIPA,TRANSPORTES SAN ANTONIO Y SEÃ‘OR DE HUANCA S.A.C. - TRASASH S.A.C.
6894,10709432961,SIN VERIFICAR,SIN DATO,LA LIBERTAD,ESPINOZA IPARRAGUIRRE RICHAR
6895,10199958483,SIN VERIFICAR,SIN DATO,LIMA,GONZALES ORE RENE
6896,20602144403,SIN VERIFICAR,SIN DATO,LIMA,EXPRESSO TRES MARES S.A.C.
6897,20607353311,SIN VERIFICAR,SIN DATO,LIMA,LOGISTICA HUAYRURO S.A.C.
6898,10805789544,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,HEREDIA SANCHEZ EUFEMIA
6899,10190727811,SIN VERIFICAR,SIN DATO,LIMA,ZAVALETA CABRERA WILDER LIZER
6900,10417262798,SIN VERIFICAR,SIN DATO,LIMA,MEDINA MAMANI HOOVER JESUS
6901,20608285831,SIN VERIFICAR,SIN DATO,LIMA,ARIPALT S.R.L.
6902,20167151311,SIN VERIFICAR,SIN DATO,PIURA,EMPRESA DE ESPECTACULOS MUSICALES-ORQUESTA ARMONIA 10 S.R.LTDA
6903,20477916776,SIN VERIFICAR,SIN DATO,LIMA,INVERSIONES Y REPRESENTACIONES SEÃ‘OR DE LUREN S.A.C - INRESELU S.A.C
6904,20604757836,SIN VERIFICAR,SIN DATO,LIMA,DEPRISA LOGISTICA E.I.R.L.
6905,20534100141,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE TOTI S.R.L
