vehiculo_id,placa,marca_modelo_key,empresa_key,tiempo_fabricacion_key,geografia_key,vehiculo_specs_key,clase_vehicular,combustible,asientos,capacidad_carga_kg,antiguedad_anios,rango_antiguedad,es_reciente,region_natural,zona_comercial,decada,fuente_datos
17907,AFI917,40,3193,2014.0,27,4014,CAMION,DIESEL,2,8480.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17908,APQ861,39,7065,2016.0,27,4056,CAMION,DIESEL,2,8000.0,8,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17909,EGG576,39,2863,2010.0,40,249,CAMION,DIESEL,2,6100.0,14,11-15 años,False,SIERRA,NORTE,2010s,mtc_carga
17910,TAO826,40,7066,2018.0,27,3989,CAMION,DIESEL,2,11000.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17911,BKG794,40,96,2018.0,27,4057,CAMION,DIESEL,2,9000.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17912,C8P843,39,7067,2010.0,27,1350,CAMION,DIESEL,2,25970.0,14,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17913,VAU856,40,7068,2018.0,27,4058,CAMION,DIESEL,2,8500.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17914,TAR943,40,7069,2018.0,27,4059,CAMION,DIESEL,2,16550.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17915,D3I818,39,3360,2010.0,44,3439,CAMION,DIESEL,2,26420.0,14,11-15 años,False,SIERRA,SUR,2010s,mtc_carga
17916,B8M940,39,7070,2010.0,27,4060,CAMION,DIESEL,2,9100.0,14,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17917,C8M853,39,3508,2010.0,27,4061,CAMION,DIESEL,2,16760.0,14,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17918,T2U941,39,7071,2010.0,40,4062,CAMION,DIESEL,2,15170.0,14,11-15 años,False,SIERRA,NORTE,2010s,mtc_carga
17919,AFW942,40,4311,2014.0,27,4014,CAMION,DIESEL,2,8940.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17920,M3Y946,39,7072,2011.0,27,1350,CAMION,DIESEL,2,25780.0,13,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17921,AFX863,40,4311,2014.0,27,4014,CAMION,DIESEL,2,8940.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17922,V4Y934,39,7073,2011.0,27,3685,CAMION,DIESEL,2,26820.0,13,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17923,EGG793,39,6535,2011.0,40,3853,CAMION,DIESEL,2,25950.0,13,11-15 años,False,SIERRA,NORTE,2010s,mtc_carga
17924,BDQ919,40,2903,2018.0,27,4063,CAMION,DIESEL,2,9990.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17925,AFH943,40,4311,2014.0,27,4014,CAMION,DIESEL,2,8510.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17926,T4D872,39,2778,2011.0,27,3437,CAMION,DIESEL,2,28520.0,13,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17927,AFK824,40,3193,2014.0,27,4014,CAMION,DIESEL,2,8530.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17928,T4E885,39,7074,2011.0,27,3439,CAMION,DIESEL,2,26410.0,13,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17929,B9I723,39,7075,2011.0,37,3563,CAMION,DIESEL,2,13000.0,13,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
17930,D4T914,79,7076,2011.0,27,1559,CMTA PANEL,DIESEL,3,1615.0,13,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17931,BFQ766,50,6175,2020.0,27,567,REMOLCADOR,DIESEL,2,19371.0,4,0-5 años,True,COSTA,LIMA,2020s,mtc_carga
17932,C7O865,39,5717,2010.0,27,4064,CAMION,DIESEL,2,9250.0,14,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17933,AJV733,40,6967,2015.0,27,4065,CAMION,DIESEL,2,17500.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17934,D5A903,39,4455,2010.0,27,4066,CAMION,DIESEL,2,9980.0,14,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17935,AHT842,40,7077,2015.0,27,4067,CAMION,DIESEL,2,15290.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17936,C3B777,39,7078,2012.0,27,3547,CAMION,DIESEL,2,26700.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17937,TAS890,40,7079,2018.0,37,2432,CAMION,DIESEL,2,8300.0,6,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
17938,BLA757,40,5098,2018.0,27,4068,CAMION,DIESEL,2,4800.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17939,V3Q739,39,7080,2012.0,27,3556,CAMION,DIESEL,2,18000.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17940,AJR795,40,7081,2015.0,37,4069,CAMION,DIESEL,8,17500.0,9,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
17941,AKB735,113,4737,2015.0,27,4070,CAMION,DIESEL,,10.61,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17942,C8W947,39,7082,2011.0,27,4071,CAMION,DIESEL,2,14890.0,13,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17943,T8I901,40,7083,2016.0,37,427,CAMION,DIESEL,2,20000.0,8,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
17944,T4O929,39,463,2012.0,37,4072,CAMION,DIESEL,2,15010.0,12,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
17945,T7T847,40,7084,2015.0,29,404,CAMION,DIESEL,2,16500.0,9,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
17946,V3Y748,39,3917,2012.0,38,3875,CAMION,DIESEL,2,28520.0,12,11-15 años,False,COSTA,SUR,2010s,mtc_carga
17947,T5I844,39,5602,2013.0,27,453,CAMION,DIESEL,2,13615.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17948,EGN003,39,2681,2013.0,27,75,CAMION,DIESEL,2,16230.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17949,T1L750,75,7085,1994.0,27,4073,CAMION,DIESEL,3,6900.0,30,20+ años,False,COSTA,LIMA,1990s,mtc_carga
17950,T3V834,39,7086,2011.0,37,1582,CAMION,DIESEL,2,17260.0,13,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
17951,BLB860,40,5098,2018.0,27,4068,CAMION,DIESEL,2,4800.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17952,APH882,39,3941,2016.0,27,3515,CAMION,DIESEL,2,26350.0,8,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17953,A6N941,9,3941,2008.0,27,4026,CAMION,PETROLEO,,26250.0,16,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
17954,X4Z821,113,5254,2018.0,27,4074,CAMION,DIESEL,,17.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17955,T4H933,39,3689,2012.0,29,3439,CAMION,DIESEL,2,26340.0,12,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
17956,AKA801,113,4737,2015.0,27,4070,CAMION,DIESEL,,10.6,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17957,T4L928,39,3713,2012.0,38,3461,CAMION,DIESEL,2,27580.0,12,11-15 años,False,COSTA,SUR,2010s,mtc_carga
17958,AKM828,40,7087,2015.0,27,1837,CAMION,DIESEL,3,17480.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17959,TAS901,40,2984,2018.0,30,4075,CAMION,DIESEL,2,12000.0,6,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
17960,BHX753,50,7018,2020.0,40,567,REMOLCADOR,DIESEL,2,19371.0,4,0-5 años,True,SIERRA,NORTE,2020s,mtc_carga
17961,AKW788,40,5747,2015.0,27,4076,CAMION,DIESEL,2,15360.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17962,BEQ816,50,3237,2019.0,27,562,REMOLCADOR,DIESEL,2,19450.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
17963,C5W716,39,42,2012.0,27,3454,CAMION,DIESEL,2,13000.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17964,D9N845,39,7088,2012.0,37,3454,CAMION,DIESEL,2,25870.0,12,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
17965,C8Q793,39,7089,2012.0,27,3572,CAMION,DIESEL,2,25870.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17966,C5Y794,39,3673,2012.0,37,3454,CAMION,DIESEL,2,13000.0,12,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
17967,D3Y782,4,3941,2012.0,27,3446,CAMION,PETROLEO,,26260.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17968,D3Z777,4,3941,2012.0,27,3446,CAMION,PETROLEO,,26260.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17969,D3Z739,4,3941,2012.0,27,3446,CAMION,PETROLEO,,26260.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17970,AMO849,40,7090,2015.0,35,4077,CAMION,DIESEL,2,10700.0,9,6-10 años,False,SELVA,ORIENTE,2010s,mtc_carga
17971,A5K927,9,5868,2008.0,27,1534,CAMION,PETROLEO,,9750.0,16,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
17972,D3K841,39,7091,2011.0,27,4078,CAMION,DIESEL,2,15180.0,13,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17973,D3V783,4,3941,2012.0,27,3446,CAMION,PETROLEO,,26260.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17974,V5P937,39,7092,2013.0,38,2712,CAMION,DIESEL,2,19500.0,11,11-15 años,False,COSTA,SUR,2010s,mtc_carga
17975,D7D764,4,2916,2012.0,29,1534,CAMION,PETROLEO,,26760.0,12,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
17976,D6X735,39,6886,2012.0,37,3456,CAMION,DIESEL,2,26050.0,12,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
17977,TAX809,40,7093,2018.0,37,3653,CAMION,DIESEL,2,18500.0,6,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
17978,TAU883,40,7094,2018.0,37,385,CAMION,DIESEL,2,9000.0,6,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
17979,BLB941,40,4881,2018.0,27,733,CAMION,DIESEL,2,16500.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17980,D7W917,4,3941,2012.0,27,3446,CAMION,PETROLEO,,26260.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17981,D6W902,39,3588,2012.0,27,3456,CAMION,DIESEL,2,26050.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17982,D7W894,4,3941,2012.0,27,3446,CAMION,PETROLEO,,26260.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17983,D8A726,4,3941,2012.0,27,3446,CAMION,PETROLEO,,26260.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17984,D7V806,39,6012,2012.0,27,3456,CAMION,DIESEL,2,26010.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17985,D7Z721,4,3941,2012.0,27,3446,CAMION,PETROLEO,,26260.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17986,D8I847,39,3941,2012.0,27,3889,CAMION,DIESEL,2,26260.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17987,V8I900,40,7095,2015.0,38,3591,CAMION,DIESEL,2,11300.0,9,6-10 años,False,COSTA,SUR,2010s,mtc_carga
17988,V8F714,40,3023,2015.0,38,3368,CAMION,DIESEL,2,11870.0,9,6-10 años,False,COSTA,SUR,2010s,mtc_carga
17989,D9K931,39,5529,2013.0,27,4079,CAMION,DIESEL,2,27291.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17990,D9T845,39,3535,2013.0,27,3463,CAMION,DIESEL,2,26610.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17991,D9W910,39,7096,2013.0,27,3456,CAMION,DIESEL,2,26290.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17992,TAR922,40,7097,2018.0,37,243,CAMION,DIESEL,2,9000.0,6,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
17993,X3A776,39,7098,2013.0,43,4080,CAMION,DIESEL,2,29600.0,11,11-15 años,False,SIERRA,SUR,2010s,mtc_carga
17994,T8Q920,40,7099,2016.0,41,262,CAMION,DIESEL,2,15830.0,8,6-10 años,False,SIERRA,CENTRO,2010s,mtc_carga
17995,T6E800,39,7100,2013.0,37,4081,CAMION,DIESEL,2,10480.0,11,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
17996,AJG745,39,6371,2013.0,27,4082,CAMION,DIESEL,2,26500.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
17997,TAV834,113,5110,2018.0,27,4083,CAMION,DIESEL,,6.81,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
17998,T3W909,39,7101,2011.0,37,4084,CAMION,DIESEL,2,20020.0,13,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
17999,A6Q868,9,5868,2008.0,27,1534,CAMION,PETROLEO,,9750.0,16,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
18000,EGN975,39,2681,2013.0,27,75,CAMION,DIESEL,2,16090.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18001,V5Q809,39,6615,2013.0,43,3664,CAMION,DIESEL,2,17670.0,11,11-15 años,False,SIERRA,SUR,2010s,mtc_carga
18002,BEE894,50,7102,2020.0,38,562,REMOLCADOR,DIESEL,2,19450.0,4,0-5 años,True,COSTA,SUR,2020s,mtc_carga
18003,TAR846,40,6597,2018.0,37,2977,CAMION,DIESEL,2,9000.0,6,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
18004,M5J704,39,7103,2013.0,40,1350,CAMION,DIESEL,2,25820.0,11,11-15 años,False,SIERRA,NORTE,2010s,mtc_carga
18005,V6L900,39,6989,2013.0,27,3456,CAMION,DIESEL,2,26030.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18006,AMV936,40,7104,2015.0,27,1634,CAMION,DIESEL,3,11600.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18007,TAU864,40,7105,2018.0,27,4085,CAMION,DIESEL,2,17000.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18008,BLS762,40,3969,2018.0,27,2087,CAMION,DIESEL,2,9000.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18009,F5A941,39,7106,2012.0,27,4086,CAMION,DIESEL,2,7600.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18010,A6Q869,9,5868,2008.0,27,4087,CAMION,PETROLEO,,10840.0,16,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
18011,V4J774,39,7107,2012.0,43,4088,CAMION,DIESEL,2,10400.0,12,11-15 años,False,SIERRA,SUR,2010s,mtc_carga
18012,T4N817,39,4195,2012.0,37,4089,CAMION,DIESEL,2,11000.0,12,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
18013,T7X933,40,7108,2015.0,27,381,CAMION,DIESEL,2,17750.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18014,F6E812,39,2908,2013.0,27,3456,CAMION,DIESEL,2,26040.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18015,V6H871,39,7109,2013.0,27,3456,CAMION,DIESEL,2,26020.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18016,AJD712,39,3941,2013.0,27,3463,CAMION,DIESEL,2,26570.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18017,V6I895,39,3535,2013.0,27,3456,CAMION,DIESEL,2,26020.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18018,D8O745,39,2166,2012.0,27,3880,CAMION,DIESEL,2,7600.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18019,T6D844,39,7110,2013.0,37,4090,CAMION,DIESEL,2,19120.0,11,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
18020,BES715,50,3237,2019.0,27,562,REMOLCADOR,DIESEL,2,19450.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
18021,V6H918,39,7111,2013.0,35,3456,CAMION,DIESEL,2,26020.0,11,11-15 años,False,SELVA,ORIENTE,2010s,mtc_carga
18022,BFE929,50,7112,2020.0,31,562,REMOLCADOR,DIESEL,2,19283.0,4,0-5 años,True,COSTA,SUR,2020s,mtc_carga
18023,V6L889,39,7113,2013.0,27,3456,CAMION,DIESEL,2,26020.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18024,F5T720,39,6362,2013.0,27,3486,CAMION,DIESEL,2,25667.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18025,A6O855,9,3941,2008.0,27,4026,CAMION,PETROLEO,,26250.0,16,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
18026,ABM739,39,2277,2013.0,27,3919,CAMION,DIESEL,2,27960.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18027,APT831,40,4102,2016.0,27,4091,CAMION,DIESEL,2,16210.0,8,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18028,T7L856,39,7114,2013.0,27,4092,CAMION,DIESEL,2,21970.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18029,TBP879,40,2866,2019.0,37,3120,CAMION,DIESEL,2,17250.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
18030,AVU781,40,3846,2017.0,27,1117,CAMION,DIESEL,3,12190.0,7,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18031,F9W853,39,3941,2013.0,27,3497,CAMION,DIESEL,2,26260.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18032,F9V843,39,3941,2013.0,27,3497,CAMION,DIESEL,2,26260.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18033,V8F705,40,3023,2015.0,38,3368,CAMION,DIESEL,2,11870.0,9,6-10 años,False,COSTA,SUR,2010s,mtc_carga
18034,A6O856,9,3941,2008.0,27,4026,CAMION,PETROLEO,,26250.0,16,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
18035,F9X711,39,3941,2013.0,27,3497,CAMION,DIESEL,2,26260.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18036,BKI882,50,7115,2020.0,27,562,REMOLCADOR,DIESEL,2,19283.0,4,0-5 años,True,COSTA,LIMA,2020s,mtc_carga
18037,EGM884,39,2681,2013.0,27,75,CAMION,DIESEL,2,16270.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18038,F9W896,39,3941,2013.0,27,3497,CAMION,DIESEL,2,26260.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18039,D7I817,39,7116,2012.0,27,4093,CAMION,DIESEL,2,16000.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18040,F0B727,39,6922,2013.0,27,3456,CAMION,DIESEL,2,25960.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18041,A6O819,9,3941,2008.0,27,4026,CAMION,PETROLEO,,26250.0,16,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
18042,T4X923,39,7117,2012.0,27,4094,CAMION,DIESEL,2,20020.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18043,C5D755,39,2903,2012.0,27,285,CAMION,DIESEL,2,9210.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18044,AHV812,39,3508,2013.0,27,3463,CAMION,DIESEL,2,19600.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18045,X3E874,39,7118,2013.0,27,4095,CAMION,DIESEL,2,20000.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18046,F0A870,39,6423,2013.0,27,3456,CAMION,DIESEL,2,25950.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18047,V8I945,39,7119,2013.0,27,4096,CAMION,DIESEL,2,19400.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18048,T7M880,39,7120,2013.0,30,4097,CAMION,DIESEL,2,25800.0,11,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
18049,TAQ859,40,2195,2018.0,37,4098,CAMION,DIESEL,2,8450.0,6,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
18050,TAW880,40,6542,2018.0,37,4099,CAMION,DIESEL,3,10000.0,6,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
18051,TAY937,40,7121,2018.0,37,4100,CAMION,DIESEL,2,7440.0,6,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
18052,VAI738,50,7122,2018.0,38,562,REMOLCADOR,DIESEL,2,19380.0,6,6-10 años,False,COSTA,SUR,2010s,mtc_carga
18053,F0A917,39,7123,2013.0,27,4101,CAMION,DIESEL,2,25900.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18054,AJF854,39,3941,2013.0,27,3493,CAMION,DIESEL,2,26260.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18055,T8N937,40,7124,2016.0,30,370,CAMION,DIESEL,2,16520.0,8,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
18056,EGV838,39,2681,2014.0,27,3463,CAMION,DIESEL,2,26330.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18057,D9W726,4,7125,2012.0,27,4102,CAMION,PETROLEO,,11000.0,12,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
18058,TAZ928,40,7126,2018.0,40,4103,CAMION,DIESEL,2,12000.0,6,6-10 años,False,SIERRA,NORTE,2010s,mtc_carga
18059,EGV774,39,2681,2014.0,27,3463,CAMION,DIESEL,2,26310.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18060,TAV946,40,7127,2018.0,27,121,CAMION,DIESEL,2,8500.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18061,EGV796,39,2681,2014.0,27,3463,CAMION,DIESEL,2,26350.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18062,EGV848,39,2681,2014.0,27,3463,CAMION,DIESEL,2,26330.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18063,BLP825,40,7128,2018.0,27,3591,CAMION,DIESEL,2,8300.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18064,BMR790,40,7129,2018.0,27,4104,CAMION,DIESEL,2,9290.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18065,V8F735,40,3023,2015.0,38,3368,CAMION,DIESEL,2,11870.0,9,6-10 años,False,COSTA,SUR,2010s,mtc_carga
18066,T7Z908,40,7130,2015.0,27,2382,CAMION,DIESEL,2,16710.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18067,T8A908,40,7131,2015.0,29,2559,CAMION,DIESEL,2,12000.0,9,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
18068,V8S766,40,7132,2015.0,27,4105,CAMION,DIESEL,2,11500.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18069,ANS896,40,7133,2015.0,27,4106,CAMION,DIESEL,3,11000.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18070,BCR866,50,3546,2019.0,27,562,REMOLCADOR,DIESEL,2,19380.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
18071,EGV802,39,2681,2014.0,27,3463,CAMION,DIESEL,2,26400.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18072,A5K926,9,5868,2008.0,27,1534,CAMION,PETROLEO,,10840.0,16,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
18073,D5A716,39,3774,2012.0,31,208,CAMION,DIESEL,2,16530.0,12,11-15 años,False,COSTA,SUR,2010s,mtc_carga
18074,D2Y919,50,6116,2008.0,29,2380,CAMION,DIESEL,2,19040.0,16,16-20 años,False,COSTA,NORTE,2000s,mtc_carga
18075,TAV841,40,7134,2018.0,27,2708,CAMION,DIESEL,2,9050.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18076,EGV827,39,2681,2014.0,27,3463,CAMION,DIESEL,2,26400.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18077,BCR907,50,3546,2019.0,27,562,REMOLCADOR,DIESEL,2,19370.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
18078,EGV807,39,2681,2014.0,27,3463,CAMION,DIESEL,2,26390.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18079,EGI368,39,3698,2012.0,31,988,CAMION,DIESEL,2,16970.0,12,11-15 años,False,COSTA,SUR,2010s,mtc_carga
18080,BAO786,40,2759,2018.0,27,2385,CAMION,DIESEL,3,10100.0,6,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18081,F1V882,258,7135,1988.0,27,4107,CAMION,PETROLEO,3,12000.0,36,20+ años,False,COSTA,LIMA,1980s,mtc_carga
18082,T6W926,39,7136,2013.0,30,90,CAMION,DIESEL,2,17500.0,11,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
18083,EGV823,39,2681,2014.0,27,3463,CAMION,DIESEL,2,26350.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18084,APM755,40,7137,2015.0,27,279,CAMION,DIESEL,2,19000.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18085,T5F847,39,7138,2012.0,36,4108,CAMION,DIESEL,2,22000.0,12,11-15 años,False,COSTA,CENTRO,2010s,mtc_carga
18086,ANP910,40,7139,2015.0,34,4109,CAMION,DIESEL,2,10390.0,9,6-10 años,False,SIERRA,CENTRO,2010s,mtc_carga
18087,T8J942,40,7140,2015.0,30,4110,CAMION,DIESEL,2,12000.0,9,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
18088,D2E873,50,5797,2008.0,29,2380,REMOLCADOR,DIESEL,2,14500.0,16,16-20 años,False,COSTA,NORTE,2000s,mtc_carga
18089,T7E881,39,463,2014.0,37,786,CAMION,DIESEL,2,26651.0,10,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
18090,ALV874,40,2716,2015.0,27,4111,CAMION,DIESEL,2,7600.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18091,T8O894,39,4364,2015.0,27,3513,CAMION,DIESEL,2,19630.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18092,T8O900,39,4364,2015.0,27,3513,CAMION,DIESEL,2,19630.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18093,A6N876,9,3941,2008.0,27,4026,CAMION,PETROLEO,,26250.0,16,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
18094,T8L897,40,7141,2016.0,34,4112,CAMION,DIESEL,2,21500.0,8,6-10 años,False,SIERRA,CENTRO,2010s,mtc_carga
18095,API800,39,3941,2015.0,27,3511,CAMION,DIESEL,2,19760.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18096,APJ869,39,3941,2015.0,27,3511,CAMION,DIESEL,2,19760.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18097,AMV803,40,7104,2015.0,27,1634,CAMION,DIESEL,3,11600.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
18098,A7I844,9,5868,2008.0,27,1534,CAMION,PETROLEO,,10850.0,16,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
